_id,quantity_cases,quantity_units,item,order
31438,0,2,1181,16292
31439,0,1,1181,16293
31440,0,1,1181,16294
31441,0,1,558,16294
31442,0,1,1181,16295
31443,0,1,1181,16296
31444,0,1,624,16297
31445,0,1,1181,16298
31446,0,1,558,16299
31447,0,1,1133,16299
31448,0,1,1181,16300
31449,0,1,1128,16301
31450,0,1,1181,16302
31451,0,1,520,16303
31452,0,1,1181,16303
31453,0,2,1181,16304
31454,0,1,1181,16305
31455,0,1,1181,16306
31456,0,1,1181,16307
31457,0,1,505,16307
31458,0,1,604,16308
31459,0,1,515,16308
31460,0,1,1181,16309
31461,0,1,1181,16310
31462,0,1,1181,16311
31463,0,2,1181,16312
31464,0,1,1181,16313
31465,0,1,1181,16314
31466,0,1,604,16315
31467,0,1,721,16316
31468,0,1,621,16316
31469,0,1,1181,16316
31470,0,1,615,16317
31471,0,1,617,16317
31472,0,1,591,16317
31473,0,1,604,16318
31474,0,1,1181,16319
31475,0,1,619,16320
31476,0,1,1181,16320
31477,0,1,1181,16321
31478,0,1,591,16322
31479,0,1,713,16322
31480,0,2,1181,16323
31481,0,1,619,16324
31482,0,1,597,16325
31483,0,1,527,16325
31484,0,1,619,16326
31485,0,1,1105,16326
31486,0,1,616,16326
31487,0,1,1181,16327
31488,0,1,1181,16328
31489,0,1,1181,16329
31490,0,1,524,16330
31491,0,1,722,16330
31492,0,1,1189,16330
31493,0,1,1181,16331
31494,0,1,1148,16332
31495,0,1,505,16332
31496,0,1,550,16332
31497,0,3,620,16332
31498,0,1,1181,16332
31499,0,1,1133,16333
31500,0,1,1181,16334
31501,0,1,619,16335
31502,0,1,1181,16336
31503,0,1,566,16337
31504,0,1,1181,16338
31505,0,1,1181,16339
31506,0,2,579,16340
31507,0,1,1181,16341
31508,0,1,1174,16342
31509,0,1,539,16343
31510,0,1,1181,16344
31511,0,1,497,16345
31512,0,1,1181,16346
31513,0,1,1181,16347
31514,0,1,1181,16348
31515,0,1,553,16349
31516,0,1,567,16350
31517,0,1,628,16351
31518,0,1,1133,16351
31519,0,1,621,16352
31520,0,1,1128,16353
31521,0,1,558,16353
31522,0,1,567,16354
31523,0,1,1181,16355
31524,0,1,1181,16356
31525,0,1,1181,16357
31526,0,1,1181,16358
31527,0,1,1181,16359
31528,0,1,592,16360
31529,0,1,567,16360
31530,0,1,1181,16360
31531,0,1,1181,16361
31532,0,1,1181,16362
31533,0,1,520,16363
31534,0,1,1181,16363
31535,0,1,1181,16364
31536,0,2,579,16365
31537,0,1,1181,16366
31538,0,1,591,16366
31539,0,1,521,16367
31540,0,1,713,16367
31541,0,1,1181,16368
31542,0,1,1133,16369
31543,0,1,1181,16370
31544,0,1,618,16371
31545,0,1,1181,16371
31546,0,1,621,16372
31547,0,1,1181,16372
31548,0,2,1181,16373
31549,0,1,1181,16374
31550,0,1,668,16375
31551,0,1,652,16375
31552,0,1,653,16375
31553,0,1,659,16375
31554,0,1,645,16375
31555,0,1,654,16375
31556,0,1,652,16376
31557,0,1,653,16376
31558,0,1,659,16376
31559,0,1,661,16377
31560,0,1,663,16377
31561,0,1,642,16378
31562,0,1,652,16379
31563,0,1,630,16379
31564,0,1,653,16379
31565,0,1,659,16379
31566,0,1,641,16380
31567,0,1,659,16381
31568,0,1,652,16381
31569,0,1,652,16382
31570,0,1,659,16382
31571,0,1,653,16382
31572,0,1,651,16382
31573,0,1,659,16383
31574,0,1,661,16383
31575,0,1,663,16383
31576,0,1,653,16384
31577,0,1,668,16384
31578,0,1,642,16385
31579,0,1,641,16385
31580,0,1,661,16385
31581,0,1,676,16385
31582,0,1,675,16385
31583,0,1,1115,16386
31584,0,1,661,16386
31585,0,1,663,16386
31586,0,1,668,16386
31587,0,1,648,16386
31588,0,1,654,16387
31589,0,1,630,16387
31590,0,1,652,16387
31591,0,1,653,16387
31592,0,1,659,16387
31593,0,1,668,16388
31594,0,1,659,16388
31595,0,1,652,16388
31596,0,1,630,16388
31597,0,1,667,16388
31598,0,1,653,16388
31599,0,1,661,16388
31600,0,1,663,16388
31601,0,1,659,16389
31602,0,1,630,16389
31603,0,1,1115,16389
31604,0,1,645,16389
31605,0,1,666,16389
31606,0,1,631,16389
31607,0,1,630,16390
31608,0,1,652,16390
31609,0,1,668,16391
31610,0,1,668,16392
31611,2,0,53,16393
31612,2,0,53,16394
31613,2,0,332,16395
31614,2,0,332,16396
31615,1,0,332,16397
31616,0,1,1148,16398
31617,0,1,558,16399
31618,0,1,1181,16399
31619,0,1,1181,16400
31620,0,1,497,16401
31621,0,1,558,16402
31622,0,1,591,16402
31623,0,1,1181,16403
31624,0,1,1181,16404
31625,0,1,1181,16405
31626,0,1,570,16406
31627,0,1,1181,16406
31628,0,1,1181,16407
31629,0,1,1181,16408
31630,0,1,619,16408
31631,0,1,509,16409
31632,0,1,721,16409
31633,0,1,527,16410
31634,0,1,1181,16411
31635,0,1,1181,16412
31636,0,1,1153,16413
31637,0,1,628,16413
31638,0,1,591,16413
31639,0,1,530,16413
31640,0,2,597,16413
31641,0,1,562,16414
31642,0,1,554,16414
31643,0,1,628,16415
31644,0,2,1181,16416
31645,0,1,539,16417
31646,0,1,1181,16418
31647,0,1,1181,16419
31648,0,1,713,16419
31649,0,1,607,16419
31650,0,1,1181,16420
31651,0,1,1181,16421
31652,0,1,1181,16422
31653,0,1,520,16423
31654,0,1,594,16424
31655,0,1,1175,16424
31656,0,1,1181,16425
31657,0,1,1133,16426
31658,0,1,1181,16427
31659,0,1,579,16428
31660,0,1,1181,16429
31661,0,1,1181,16430
31662,0,1,1181,16431
31663,0,1,1181,16432
31664,0,1,1181,16433
31665,0,1,1181,16434
31666,0,1,1181,16435
31667,0,1,500,16436
31668,0,1,1181,16436
31669,0,1,1135,16437
31670,0,2,558,16438
31671,0,1,1181,16439
31672,0,1,558,16440
31673,0,1,686,16441
31674,0,1,1181,16442
31675,0,1,558,16443
31676,0,1,567,16443
31677,0,2,1174,16444
31678,0,1,505,16444
31679,0,2,558,16444
31680,0,2,1177,16444
31681,0,1,1181,16445
31682,0,2,617,16446
31683,0,2,1181,16446
31684,0,1,1129,16447
31685,0,1,515,16447
31686,0,1,597,16447
31687,0,1,558,16447
31688,0,1,1181,16447
31689,0,2,1181,16448
31690,0,2,591,16448
31691,0,1,1133,16449
31692,0,1,540,16450
31693,0,1,615,16451
31694,0,1,1181,16452
31695,0,1,591,16452
31696,0,1,614,16453
31697,0,1,607,16453
31698,0,1,1181,16454
31699,0,1,618,16455
31700,0,1,619,16455
31701,0,1,1181,16456
31702,0,1,520,16457
31703,0,1,1181,16457
31704,0,2,619,16458
31705,0,1,1181,16458
31706,0,1,1181,16459
31707,0,1,1190,16460
31708,0,1,550,16460
31709,0,1,1181,16461
31710,0,1,1181,16462
31711,0,1,1181,16463
31712,0,1,1135,16463
31713,0,1,591,16464
31714,0,1,620,16465
31715,0,1,603,16465
31716,0,1,1181,16465
31717,0,1,515,16466
31718,0,1,541,16467
31719,0,1,1133,16467
31720,0,1,567,16467
31721,0,1,1181,16467
31722,0,1,499,16468
31723,0,1,591,16469
31724,0,1,1181,16469
31725,0,1,1181,16470
31726,0,1,1181,16471
31727,0,1,728,16472
31728,0,1,1181,16472
31729,0,1,579,16473
31730,0,1,530,16473
31731,0,3,558,16474
31732,0,1,1181,16475
31733,0,1,620,16476
31734,0,1,1181,16476
31735,0,1,619,16477
31736,0,1,723,16477
31737,0,1,495,16477
31738,0,1,1181,16477
31739,0,2,564,16478
31740,0,1,1181,16478
31741,0,1,1181,16479
31742,0,1,628,16480
31743,0,1,1181,16480
31744,0,2,1181,16481
31745,0,1,1181,16482
31746,0,1,1125,16483
31747,0,1,567,16483
31748,0,1,562,16484
31749,0,1,580,16484
31750,0,1,1174,16484
31751,0,1,721,16485
31752,0,1,567,16485
31753,0,1,1181,16485
31754,0,1,1181,16486
31755,0,1,1181,16487
31756,0,1,1181,16488
31757,0,1,1188,16488
31758,0,1,615,16489
31759,0,2,617,16489
31760,0,1,1181,16490
31761,0,1,1181,16491
31762,0,1,628,16492
31763,0,1,1181,16492
31764,0,1,497,16493
31765,0,1,1128,16494
31766,0,1,628,16494
31767,0,1,505,16494
31768,0,1,499,16494
31769,0,1,567,16494
31770,0,1,591,16494
31771,0,1,541,16495
31772,0,1,592,16496
31773,0,1,562,16496
31774,0,1,594,16497
31775,0,1,591,16497
31776,0,1,1181,16497
31777,0,1,653,16498
31778,0,1,648,16499
31779,0,1,638,16500
31780,0,1,653,16500
31781,0,1,667,16501
31782,0,1,1115,16502
31783,0,1,659,16503
31784,0,1,643,16504
31785,0,1,667,16504
31786,0,1,644,16504
31787,0,1,1115,16504
31788,0,1,652,16504
31789,0,1,659,16504
31790,0,1,654,16504
31791,0,1,645,16504
31792,0,1,653,16505
31793,0,1,652,16505
31794,0,1,659,16505
31795,0,1,645,16506
31796,0,1,652,16507
31797,0,1,630,16507
31798,0,1,653,16507
31799,0,1,659,16507
31800,0,1,652,16508
31801,0,1,645,16509
31802,0,1,641,16510
31803,0,1,652,16511
31804,0,10,136,16512
31805,0,1,515,16513
31806,0,1,575,16513
31807,0,1,1188,16513
31808,0,1,1181,16514
31809,0,1,1181,16515
31810,0,1,1181,16516
31811,0,1,1181,16517
31812,0,1,1181,16518
31813,0,1,1181,16519
31814,0,1,1135,16520
31815,0,2,615,16520
31816,0,1,614,16521
31817,0,1,607,16521
31818,0,1,1127,16522
31819,0,1,1126,16522
31820,0,4,1181,16522
31821,0,1,558,16523
31822,0,1,736,16523
31823,0,1,686,16524
31824,0,1,591,16524
31825,0,1,1181,16525
31826,0,1,1148,16526
31827,0,1,1181,16526
31828,0,1,511,16527
31829,0,1,497,16528
31830,0,1,615,16528
31831,0,1,617,16528
31832,0,1,615,16529
31833,0,1,558,16530
31834,0,1,624,16530
31835,0,1,597,16531
31836,0,1,1181,16531
31837,0,1,511,16532
31838,0,1,570,16533
31839,0,1,584,16534
31840,0,1,527,16534
31841,0,4,1135,16534
31842,0,1,567,16535
31843,0,1,1177,16535
31844,0,1,1181,16535
31845,0,1,1181,16536
31846,0,1,619,16537
31847,0,1,1181,16538
31848,0,1,1148,16539
31849,0,1,530,16539
31850,0,1,584,16540
31851,0,1,607,16540
31852,0,1,1181,16541
31853,0,1,591,16541
31854,0,1,515,16542
31855,0,1,1181,16542
31856,0,1,616,16542
31857,0,1,591,16543
31858,0,2,1133,16543
31859,0,1,620,16544
31860,0,2,615,16545
31861,0,1,1181,16546
31862,0,1,558,16547
31863,0,1,1181,16548
31864,0,1,579,16549
31865,0,1,558,16550
31866,0,1,591,16551
31867,0,1,1193,16552
31868,0,1,554,16552
31869,0,1,1181,16552
31870,0,1,558,16552
31871,0,2,1181,16553
31872,0,1,604,16554
31873,0,1,539,16555
31874,0,1,1181,16556
31875,0,1,1181,16557
31876,0,1,614,16558
31877,0,1,579,16559
31878,0,1,1125,16560
31879,0,1,1125,16561
31880,0,1,555,16562
31881,0,1,1181,16562
31882,0,2,591,16563
31883,0,1,1181,16564
31884,0,2,619,16565
31885,0,1,527,16566
31886,0,1,1181,16567
31887,0,1,495,16568
31888,0,1,619,16568
31889,0,1,597,16569
31890,0,1,1181,16569
31891,0,1,1181,16570
31892,0,1,1125,16571
31893,0,1,1133,16572
31894,0,1,1133,16573
31895,0,1,619,16574
31896,0,1,1133,16574
31897,0,1,1181,16575
31898,0,1,619,16575
31899,0,1,682,16576
31900,0,1,624,16577
31901,0,2,558,16578
31902,0,1,1125,16579
31903,0,1,1127,16580
31904,0,1,1181,16580
31905,0,1,713,16580
31906,0,1,558,16581
31907,0,2,686,16582
31908,0,3,1188,16583
31909,0,1,585,16584
31910,0,1,1181,16585
31911,0,1,1148,16585
31913,0,1,1174,16588
31914,0,9,136,16589
31915,0,4,134,16590
31916,1,0,136,16591
31917,0,24,136,16592
31918,0,3,136,16593
31919,0,5,136,16594
31920,0,4,136,16595
31921,0,1,668,16596
31922,0,1,653,16597
31923,0,1,653,16598
31924,0,1,652,16599
31925,0,1,659,16599
31926,0,1,645,16599
31927,0,1,666,16599
31928,0,1,668,16599
31929,0,1,650,16599
31930,0,1,661,16599
31931,0,1,663,16599
31932,0,1,659,16600
31933,0,1,652,16600
31934,0,1,668,16601
31935,0,1,645,16602
31936,0,1,652,16602
31937,0,1,630,16602
31938,0,1,659,16602
31939,0,1,653,16602
31940,0,1,659,16603
31941,0,1,645,16603
31942,0,1,667,16604
31943,0,1,641,16605
31944,0,1,668,16606
31945,0,1,659,16607
31946,0,1,666,16608
31947,0,1,659,16609
31948,0,1,643,16610
31949,0,1,663,16610
31950,0,1,667,16611
31951,0,1,666,16612
31952,0,1,661,16613
31953,0,1,655,16614
31954,0,1,659,16614
31955,0,1,630,16614
31956,0,1,652,16614
31957,0,1,659,16615
31958,0,1,630,16616
31959,0,2,666,16616
31960,0,2,652,16616
31961,0,2,659,16616
31962,0,1,668,16616
31963,0,1,662,16617
31964,0,1,652,16618
31965,0,1,659,16618
31966,0,1,619,16619
31967,0,2,1177,16619
31968,0,2,520,16620
31969,0,1,615,16621
31970,0,1,558,16621
31971,0,1,515,16622
31972,0,1,1181,16623
31973,0,1,1181,16624
31974,0,1,1181,16625
31975,0,2,567,16626
31976,0,1,591,16627
31977,0,1,1181,16628
31978,0,1,597,16629
31979,0,1,615,16629
31980,0,1,1181,16630
31981,0,1,497,16630
31982,0,1,597,16631
31983,0,1,515,16631
31984,0,1,558,16631
31985,0,1,615,16632
31986,0,1,515,16632
31987,0,1,1181,16633
31988,0,1,515,16634
31989,0,1,1176,16635
31990,0,1,1181,16636
31991,0,1,619,16637
31992,0,1,540,16638
31993,0,1,567,16639
31994,0,2,558,16640
31995,0,1,618,16641
31996,0,1,520,16641
31997,0,1,1181,16642
31998,0,1,540,16642
31999,0,1,502,16643
32000,0,1,539,16643
32001,0,1,1175,16644
32002,0,1,1174,16644
32003,0,1,1181,16644
32004,0,1,591,16645
32005,0,1,1181,16646
32006,0,1,617,16647
32007,0,1,615,16647
32008,0,1,592,16647
32009,0,1,604,16647
32010,0,1,628,16647
32011,0,1,511,16647
32012,0,1,620,16647
32013,0,1,558,16647
32014,0,1,558,16648
32015,0,1,1181,16649
32016,0,1,620,16650
32017,0,1,591,16651
32018,0,2,1133,16651
32019,0,1,713,16652
32020,0,1,736,16652
32021,0,1,1181,16653
32022,0,1,713,16653
32023,0,1,736,16653
32024,0,1,558,16653
32025,0,1,524,16654
32026,0,1,609,16654
32027,0,1,1181,16654
32028,0,1,729,16654
32029,0,1,713,16654
32030,0,1,736,16654
32031,0,1,1177,16654
32032,0,1,1175,16654
32033,0,2,591,16654
32034,0,1,579,16655
32035,0,1,580,16655
32036,0,1,1128,16656
32037,0,1,713,16656
32038,0,1,736,16656
32039,0,1,1194,16656
32040,0,1,1174,16657
32041,0,1,591,16657
32042,0,1,594,16657
32043,0,1,1194,16657
32044,0,1,591,16658
32045,0,1,594,16658
32046,0,1,1194,16659
32047,0,1,541,16659
32048,0,1,713,16659
32049,0,1,736,16659
32050,0,1,584,16660
32051,0,1,617,16660
32052,0,1,723,16660
32053,0,1,539,16660
32054,0,1,1194,16660
32055,0,1,505,16661
32056,0,1,1181,16661
32057,0,1,1194,16661
32058,0,1,1190,16662
32059,0,1,567,16662
32060,0,1,1181,16662
32061,0,1,1194,16662
32062,0,1,607,16663
32063,0,1,614,16663
32064,0,1,1194,16663
32065,0,2,515,16664
32066,0,1,619,16664
32067,0,1,1194,16664
32068,0,1,1193,16665
32069,0,1,607,16665
32070,0,1,614,16665
32071,0,1,620,16665
32072,0,1,584,16665
32073,0,1,1181,16666
32074,0,2,515,16666
32075,0,1,1194,16666
32076,0,1,591,16667
32077,0,1,527,16667
32078,0,1,567,16667
32079,0,1,1181,16667
32080,0,1,1194,16667
32081,0,1,1133,16668
32082,0,1,591,16668
32083,0,1,515,16668
32084,0,1,1194,16668
32085,0,1,597,16669
32086,0,1,607,16669
32087,0,1,614,16669
32088,0,1,1194,16669
32089,0,1,686,16670
32090,0,1,619,16670
32091,0,1,515,16670
32092,0,1,1194,16670
32093,0,1,497,16671
32094,0,1,1194,16671
32095,0,1,579,16672
32096,0,1,591,16672
32097,0,1,1194,16672
32098,0,1,1194,16673
32099,0,3,558,16673
32100,0,2,646,16674
32101,0,1,661,16674
32102,0,1,663,16674
32103,0,1,631,16675
32104,0,1,668,16675
32105,0,1,668,16676
32106,0,1,653,16677
32107,0,1,655,16677
32108,0,1,648,16678
32109,0,1,564,16679
32110,0,1,680,16680
32111,0,1,558,16680
32112,0,1,1181,16681
32113,0,1,521,16682
32114,0,1,554,16682
32115,0,1,515,16682
32116,0,1,735,16682
32117,0,2,1188,16682
32118,0,1,1187,16682
32119,0,1,579,16682
32120,0,1,540,16683
32121,0,1,513,16684
32122,0,1,621,16685
32123,0,1,620,16685
32124,0,1,680,16686
32125,0,1,513,16686
32126,0,1,1100,16686
32127,0,1,513,16687
32128,0,1,567,16687
32129,0,1,1181,16687
32130,0,1,1100,16687
32131,0,1,513,16688
32132,0,1,497,16688
32133,0,1,1100,16688
32134,0,1,513,16689
32135,0,1,513,16690
32136,0,1,686,16690
32137,0,1,617,16691
32138,0,1,513,16691
32139,0,1,513,16692
32140,0,1,513,16693
32141,0,1,513,16694
32142,0,1,513,16695
32143,0,1,513,16696
32144,0,1,1181,16696
32145,0,1,513,16697
32146,0,1,619,16697
32147,0,1,617,16697
32148,0,1,579,16697
32149,0,1,580,16697
32150,0,1,513,16698
32151,0,3,572,16699
32152,0,1,570,16699
32153,0,1,572,16700
32154,0,1,680,16700
32155,0,1,1181,16700
32156,0,1,735,16701
32157,0,1,1181,16701
32158,0,1,620,16701
32159,0,2,572,16701
32160,0,3,541,16702
32161,0,2,572,16702
32162,0,2,604,16702
32163,0,1,1181,16702
32164,0,1,591,16703
32165,0,1,594,16703
32166,0,1,1181,16704
32167,0,1,735,16705
32168,0,1,567,16706
32169,0,1,591,16707
32170,0,1,729,16707
32171,0,1,561,16707
32172,0,1,661,16708
32173,0,1,663,16708
32174,0,1,666,16708
32175,0,1,667,16709
32176,0,1,659,16710
32177,0,1,652,16710
32178,0,1,666,16710
32179,0,1,660,16711
32180,0,1,663,16712
32181,0,1,642,16713
32182,0,1,662,16714
32183,0,1,663,16714
32184,0,1,652,16715
32185,0,1,659,16715
32186,0,1,653,16715
32187,0,1,116,16716
32188,0,3,123,16717
32189,0,1,680,16718
32190,0,1,502,16718
32191,0,1,614,16719
32192,0,1,497,16720
32193,0,1,1181,16720
32194,0,1,1194,16720
32195,0,1,614,16721
32196,0,1,515,16722
32197,0,1,607,16722
32198,0,1,1194,16722
32199,0,1,1181,16723
32200,0,1,511,16724
32201,0,1,567,16724
32202,0,1,1190,16724
32203,0,1,1194,16724
32204,0,1,558,16725
32205,0,1,1181,16726
32206,0,2,1181,16727
32207,0,1,1194,16727
32208,0,1,558,16728
32209,0,1,1194,16728
32210,0,1,495,16729
32211,0,1,680,16729
32212,0,1,1194,16729
32213,0,1,541,16730
32214,0,1,572,16730
32215,0,1,680,16730
32216,0,1,1194,16730
32217,0,1,535,16731
32218,0,1,584,16731
32219,0,1,1181,16732
32220,0,1,680,16733
32221,0,1,572,16734
32222,0,1,620,16735
32223,0,3,1125,16736
32224,0,1,1194,16736
32225,0,1,1181,16737
32226,0,1,609,16738
32227,0,1,597,16739
32228,0,1,1190,16739
32229,0,1,1194,16739
32230,0,2,513,16740
32231,0,1,499,16740
32232,0,1,591,16740
32233,0,1,1194,16740
32234,0,1,1194,16741
32235,0,1,541,16741
32236,0,1,684,16741
32237,0,1,1194,16741
32238,0,1,497,16742
32239,0,1,1194,16742
32240,0,1,561,16743
32241,0,1,591,16743
32242,0,1,1194,16743
32243,0,1,541,16744
32244,0,1,728,16745
32245,0,1,619,16745
32246,0,1,615,16745
32247,0,1,520,16745
32248,0,1,1194,16745
32249,0,1,1194,16745
32250,0,7,1181,16746
32251,0,1,1194,16746
32252,0,1,609,16747
32253,0,1,624,16747
32254,0,1,1181,16747
32255,0,1,1194,16747
32256,0,1,497,16748
32257,0,1,591,16748
32258,0,1,1194,16748
32259,0,1,1181,16749
32260,0,1,515,16750
32261,0,1,583,16751
32262,0,1,1181,16751
32263,0,1,1194,16751
32264,0,1,618,16752
32265,0,1,513,16752
32266,0,1,540,16753
32267,0,1,584,16753
32268,0,1,607,16753
32269,0,1,1194,16753
32270,0,1,572,16754
32271,0,1,621,16755
32272,0,1,1188,16755
32273,0,1,1181,16755
32274,0,1,1194,16755
32275,0,2,680,16756
32276,0,1,1194,16756
32277,0,1,497,16757
32278,0,1,558,16757
32279,0,1,591,16757
32280,0,1,1194,16757
32281,0,1,680,16758
32282,0,1,541,16759
32283,0,1,584,16760
32284,0,2,1194,16760
32285,0,1,620,16760
32286,0,1,1194,16760
32287,0,1,1176,16761
32288,0,1,530,16761
32289,0,1,1194,16761
32290,0,1,584,16762
32291,0,1,607,16762
32292,0,1,558,16762
32293,0,1,1194,16762
32294,0,1,594,16763
32295,0,1,591,16763
32296,0,1,497,16763
32297,0,1,1194,16763
32298,0,1,515,16764
32299,0,1,1176,16764
32300,0,1,579,16764
32301,0,1,580,16764
32302,0,1,497,16765
32303,0,1,620,16765
32304,0,1,521,16765
32305,0,1,1194,16765
32306,0,1,515,16766
32307,0,1,713,16766
32308,0,1,736,16766
32309,0,1,1194,16766
32310,0,1,713,16767
32311,0,1,736,16767
32312,0,1,615,16767
32313,0,1,1194,16767
32314,0,2,1194,16769
32315,0,1,591,16769
32316,0,1,735,16769
32317,0,1,1181,16769
32318,0,1,541,16770
32319,0,1,558,16770
32320,0,1,1129,16770
32321,0,1,736,16770
32322,0,1,713,16770
32323,0,1,735,16770
32324,0,1,1194,16770
32325,0,1,561,16771
32326,0,1,620,16771
32327,0,1,628,16771
32328,0,1,1194,16771
32329,0,1,558,16772
32330,0,1,539,16773
32331,0,1,1124,16774
32332,0,1,567,16774
32333,0,1,579,16775
32334,0,1,603,16775
32335,0,2,553,16775
32336,0,1,1194,16775
32337,0,1,584,16776
32338,0,1,597,16777
32339,0,2,604,16777
32340,0,1,604,16778
32341,0,1,496,16778
32342,0,1,561,16779
32343,0,1,584,16779
32344,0,1,561,16780
32345,0,1,1181,16781
32346,0,1,564,16781
32347,0,1,567,16782
32348,0,1,579,16783
32349,0,1,609,16783
32350,0,1,604,16784
32351,0,1,541,16785
32352,0,1,680,16786
32353,0,1,1124,16787
32354,0,4,721,16788
32355,0,3,515,16788
32356,0,1,1193,16789
32357,0,1,567,16789
32358,0,1,539,16790
32359,0,1,617,16791
32360,0,1,572,16791
32361,0,1,1194,16791
32362,0,1,1124,16792
32363,0,1,620,16792
32364,0,1,561,16792
32365,0,1,585,16792
32366,0,1,607,16792
32367,0,1,520,16793
32368,0,2,1181,16793
32369,0,10,555,16794
32370,0,1,579,16795
32371,0,1,496,16796
32372,0,1,591,16796
32373,0,2,558,16797
32374,0,1,567,16798
32375,0,1,554,16798
32376,0,1,515,16798
32377,0,1,513,16799
32378,0,1,1124,16800
32379,0,1,502,16801
32380,0,1,1126,16802
32381,0,1,561,16802
32382,0,1,524,16803
32383,0,1,579,16803
32384,0,3,729,16803
32385,0,1,624,16803
32386,0,1,497,16803
32387,0,1,539,16804
32388,0,1,554,16805
32389,0,1,535,16805
32390,0,1,515,16805
32391,0,1,499,16806
32392,0,1,1133,16806
32393,0,1,1124,16807
32394,0,1,580,16808
32395,0,1,497,16808
32396,0,1,620,16809
32397,0,1,607,16809
32398,0,1,621,16810
32399,0,1,497,16811
32400,0,1,713,16811
32401,0,1,496,16811
32402,0,1,1124,16812
32403,0,1,554,16813
32404,0,1,515,16813
32405,0,1,1124,16814
32406,0,1,1181,16815
32407,0,3,1181,16816
32408,0,1,1194,16816
32409,0,1,561,16817
32410,0,2,1128,16818
32411,0,2,729,16818
32412,0,1,1124,16818
32413,0,1,1124,16819
32414,0,1,561,16819
32415,0,1,1125,16820
32416,0,1,1174,16821
32417,0,1,1124,16821
32418,0,1,579,16822
32419,0,1,1124,16822
32420,0,1,497,16822
32421,0,1,513,16823
32422,0,2,620,16823
32423,0,1,553,16824
32424,0,1,570,16824
32425,0,1,555,16824
32426,0,1,591,16824
32427,0,1,604,16824
32428,0,1,535,16824
32429,0,1,561,16824
32430,0,1,591,16825
32431,0,1,567,16825
32432,0,3,1181,16825
32433,0,1,680,16826
32434,0,1,585,16827
32435,0,1,680,16827
32436,0,1,1194,16827
32437,0,1,607,16828
32438,0,1,585,16828
32439,0,1,580,16829
32440,0,1,619,16830
32441,0,1,615,16830
32442,0,1,620,16830
32443,0,1,579,16831
32444,0,1,561,16832
32445,0,1,619,16833
32446,0,1,615,16833
32447,0,1,579,16834
32448,0,1,579,16835
32449,0,1,591,16835
32450,0,1,713,16836
32451,0,1,736,16836
32452,0,1,580,16837
32453,0,1,561,16837
32454,0,1,497,16837
32455,0,1,620,16837
32456,0,1,1181,16838
32457,0,1,560,16839
32458,0,1,579,16840
32459,0,2,729,16840
32460,0,1,546,16840
32461,0,1,520,16840
32462,0,2,591,16841
32463,0,1,591,16842
32464,0,1,527,16842
32465,0,1,597,16842
32466,0,1,1124,16843
32467,0,1,607,16843
32468,0,1,604,16844
32469,0,1,561,16845
32470,0,1,619,16846
32471,0,1,617,16846
32472,0,1,1125,16847
32473,0,1,680,16848
32474,0,1,561,16848
32475,0,1,541,16848
32476,0,1,572,16848
32477,0,1,1181,16848
32478,0,1,566,16849
32479,0,1,567,16849
32480,0,1,614,16849
32481,0,1,1125,16850
32482,0,1,1125,16851
32483,0,1,1133,16852
32484,0,1,561,16852
32485,0,2,620,16853
32486,0,1,561,16853
32487,0,1,591,16854
32488,0,1,620,16854
32489,0,1,495,16855
32490,0,1,1124,16855
32491,0,1,1190,16855
32492,0,1,1181,16856
32493,0,1,614,16857
32494,0,1,607,16857
32495,0,1,591,16858
32496,0,1,604,16858
32497,0,1,682,16858
32498,0,1,728,16858
32499,0,1,561,16859
32500,0,1,597,16859
32501,0,1,541,16860
32502,0,1,572,16860
32503,0,2,680,16860
32504,0,1,609,16861
32505,0,1,713,16861
32506,0,1,554,16862
32507,0,1,513,16862
32508,0,1,579,16863
32509,0,1,1124,16864
32510,0,1,1125,16865
32511,0,2,1181,16866
32512,0,1,1181,16867
32513,0,1,619,16868
32514,0,1,597,16868
32515,0,1,614,16869
32516,0,1,1181,16870
32517,0,1,558,16871
32518,0,1,597,16871
32519,0,1,592,16871
32520,0,1,680,16871
32521,0,1,539,16872
32522,0,1,614,16873
32523,0,1,607,16873
32524,0,1,604,16873
32525,0,1,497,16874
32526,0,1,527,16875
32527,0,2,558,16876
32528,0,3,680,16876
32529,0,2,620,16876
32530,0,1,558,16877
32531,0,2,680,16877
32532,0,1,1124,16878
32533,0,1,1181,16879
32534,0,1,591,16880
32535,0,2,597,16880
32536,0,1,642,16881
32537,0,1,648,16882
32538,0,1,668,16882
32539,0,1,630,16883
32540,0,1,659,16883
32541,0,1,652,16883
32542,0,1,659,16884
32543,0,1,653,16884
32544,0,1,642,16885
32545,0,1,666,16885
32546,0,1,642,16886
32547,0,1,653,16887
32548,0,1,666,16888
32549,0,1,652,16889
32550,0,1,653,16889
32551,0,1,655,16889
32552,0,1,653,16890
32553,0,1,652,16890
32554,0,1,645,16891
32555,0,1,659,16892
32556,0,1,668,16893
32557,0,1,662,16893
32558,0,1,663,16893
32559,0,1,642,16894
32560,0,1,653,16895
32561,0,1,735,16896
32562,0,1,619,16896
32563,0,0,721,16897
32564,0,12,136,16898
32565,0,3,136,16899
32566,0,3,134,16899
32567,0,1,1180,16901
32568,0,1,1180,16902
32569,0,1,1180,16903
32570,0,1,1180,16904
32571,0,1,1124,16905
32572,0,1,1181,16906
32573,0,1,541,16907
