_id,user,name,number,case_quantity,description,qoh_case,qoh_units,case_weight,reorder_quantity,length,width,height,ship_ready,field15,field16,field17,field18,field19,field20,field21
60e5a6b920d52d35ed964f5d,60e5a6b920d52d35ed964c2d,CJ124BL,CJ124BL,17,Mink Rail Puffer - Black - L,0,0,17,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f5e,60e5a6b920d52d35ed964c2d,CJ124BXL,CJ124BXL,10,Mink Rail Puffer - Black - XL,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f5f,60e5a6b920d52d35ed964c2d,CJ124CXS,CJ124CXS,5,Mink Rail Puffer - Chianti - XS,0,0,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f60,60e5a6b920d52d35ed964c2d,CJ124CS,CJ124CS,14,Mink Rail Puffer - Chianti - S,0,0,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f61,60e5a6b920d52d35ed964c2d,CJ124CM,CJ124CM,14,Mink Rail Puffer - Chianti - M,0,0,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f62,60e5a6b920d52d35ed964c2d,CJ124CL,CJ124CL,14,Mink Rail Puffer - Chianti - L,0,0,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f63,60e5a6b920d52d35ed964c2d,CJ124CXL,CJ124CXL,9,Mink Rail Puffer - Chianti - XL,0,0,9,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f64,60e5a6b920d52d35ed964c2d,CV135BXS,CV135BXS,12,Mink Rail Vest - Black - XS,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f65,60e5a6b920d52d35ed964c2d,CV135BS,CV135BS,18,Mink Rail Vest - Black - S,0,0,18,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f66,60e5a6b920d52d35ed964c2d,CV135BM,CV135BM,19,Mink Rail Vest - Black - M,0,0,19,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f67,60e5a6b920d52d35ed964c2d,CV135BL,CV135BL,12,Mink Rail Vest - Black - L,0,0,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f68,60e5a6b920d52d35ed964c2d,CV135BXL,CV135BXL,7,Mink Rail Vest - Black - XL,0,0,7,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f69,60e5a6b920d52d35ed964c2d,CV135CXS,CV135CXS,3,Mink Rail Vest - Chianti - XS,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f6a,60e5a6b920d52d35ed964c2d,CV135CS,CV135CS,5,Mink Rail Vest - Chianti - S,0,0,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f6b,60e5a6b920d52d35ed964c2d,CV135CM,CV135CM,7,Mink Rail Vest - Chianti - M,0,0,7,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f6c,60e5a6b920d52d35ed964c2d,CV135CL,CV135CL,5,Mink Rail Vest - Chianti - L,0,0,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f6d,60e5a6b920d52d35ed964c2d,CV135CXL,CV135CXL,1,Mink Rail Vest - Chianti - XL,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f6e,60e5a6b920d52d35ed964c2d,CJ130S,CJ130S,2,Mongolian Baltic Jacket - S,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f6f,60e5a6b920d52d35ed964c2d,CJ130M,CJ130M,5,Mongolian Baltic Jacket - M,0,0,15,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f70,60e5a6b920d52d35ed964c2d,CJ130L,CJ130L,6,Mongolian Baltic Jacket - L,0,0,18,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f71,60e5a6b920d52d35ed964c2d,CJ130XL,CJ130XL,5,Mongolian Baltic Jacket - XL,0,0,15,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f72,60e5a6b920d52d35ed964c2d,CJ104BXS,CJ104BXS,1,Saturn Shawl Collar Jacket - Blush - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f73,60e5a6b920d52d35ed964c2d,CJ104BS,CJ104BS,3,Saturn Shawl Collar Jacket - Blush - S,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f74,60e5a6b920d52d35ed964c2d,CJ104BM,CJ104BM,3,Saturn Shawl Collar Jacket - Blush -M,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f75,60e5a6b920d52d35ed964c2d,CJ104BL,CJ104BL,5,Saturn Shawl Collar Jacket - Blush - L,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f76,60e5a6b920d52d35ed964c2d,CJ104BXL,CJ104BXL,4,Saturn Shawl Collar Jacket - Blush - XL,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f77,60e5a6b920d52d35ed964c2d,CJ104WS,CJ104WS,5,Saturn Shawl Collar Jacket - Wave - S,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f78,60e5a6b920d52d35ed964c2d,CJ104WM,CJ104WM,8,Saturn Shawl Collar Jacket - Wave - M,0,0,16,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f79,60e5a6b920d52d35ed964c2d,CJ104WL,CJ104WL,4,Saturn Shawl Collar Jacket - Wave - L,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f7a,60e5a6b920d52d35ed964c2d,CJ104WXL,CJ104WXL,1,Saturn Shawl Collar Jacket - Wave - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f7b,60e5a6b920d52d35ed964c2d,BV831HXS,BV831HXS,1,Shayna Vest - Honey Ombre - XS,0,1,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f7c,60e5a6b920d52d35ed964c2d,BV831HS,BV831HS,3,Shayna Vest - Honey Ombre - S,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f7d,60e5a6b920d52d35ed964c2d,BV831HM,BV831HM,2,Shayna Vest - Honey Ombre - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f7e,60e5a6b920d52d35ed964c2d,BV831HL,BV831HL,2,Shayna Vest - Honey Ombre - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f7f,60e5a6b920d52d35ed964c2d,BV831HXL,BV831HXL,1,Shayna Vest - Honey Ombre - XL,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f80,60e5a6b920d52d35ed964c2d,CJ108XS,CJ108XS,3,Star Sleeve Bomber - XS,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f81,60e5a6b920d52d35ed964c2d,CJ108S,CJ108S,7,Star Sleeve Bomber - S,0,0,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f82,60e5a6b920d52d35ed964c2d,CJ108M,CJ108M,5,Star Sleeve Bomber - M,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f83,60e5a6b920d52d35ed964c2d,CV102SXS,CV102SXS,1,Venus Hooded Vest - Stars - XS,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f84,60e5a6b920d52d35ed964c2d,CV102SS,CV102SS,3,Venus Hooded Vest - Stars - S,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f85,60e5a6b920d52d35ed964c2d,CV102SM,CV102SM,4,Venus Hooded Vest - Stars - M,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f86,60e5a6b920d52d35ed964c2d,CV102SL,CV102SL,2,Venus Hooded Vest - Stars - L,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f87,60e5a6b920d52d35ed964c2d,CV102SXL,CV102SXL,1,Venus Hooded Vest - Stars - XL,0,1,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f88,60e5a6b920d52d35ed964c2d,DV012XS,DV012XS,4,Denim Vest - XS,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f89,60e5a6b920d52d35ed964c2d,DV012S,DV012S,8,Denim Vest - S,0,1,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f8a,60e5a6b920d52d35ed964c2d,DV012M,DV012M,13,Denim Vest - M,0,0,13,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f8b,60e5a6b920d52d35ed964c2d,DV012L,DV012L,12,Denim Vest - L,0,2,12,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f8c,60e5a6b920d52d35ed964c2d,DV012XL,DV012XL,6,Denim Vest - XL,0,2,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f8d,60e5a6b920d52d35ed964c2d,DJ011XS,DJ011XS,4,Denim Jacket - XS,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f8e,60e5a6b920d52d35ed964c2d,DJ011S,DJ011S,5,Denim Jacket - S,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f8f,60e5a6b920d52d35ed964c2d,DJ011M,DJ011M,10,Denim Jacket - M,0,0,20,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f90,60e5a6b920d52d35ed964c2d,DJ011L,DJ011L,9,Denim Jacket - L,0,0,18,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f91,60e5a6b920d52d35ed964c2d,DJ011XL,DJ011XL,7,Denim Jacket - XL,0,0,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f92,60e5a6b920d52d35ed964c2d,CV137BXS,CV137BXS,2,Bunny Hop Crochet Vest - Black - XS,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f93,60e5a6b920d52d35ed964c2d,CV137BS,CV137BS,5,Bunny Hop Crochet Vest - Black - S,0,0,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f94,60e5a6b920d52d35ed964c2d,CV137BM,CV137BM,5,Bunny Hop Crochet Vest - Black - M,0,0,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f95,60e5a6b920d52d35ed964c2d,CV137BL,CV137BL,4,Bunny Hop Crochet Vest - Black - L,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f96,60e5a6b920d52d35ed964c2d,CV137BXL,CV137BXL,3,Bunny Hop Crochet Vest - Black - XL,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f97,60e5a6b920d52d35ed964c2d,CV137BUXS,CV137BUXS,3,Bunny Hop Crochet Vest - Butterscotch - XS,0,1,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f98,60e5a6b920d52d35ed964c2d,CV137BUS,CV137BUS,8,Bunny Hop Crochet Vest - Butterscotch - S,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f99,60e5a6b920d52d35ed964c2d,CV137BUM,CV137BUM,7,Bunny Hop Crochet Vest - Butterscotch - M,0,0,7,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f9a,60e5a6b920d52d35ed964c2d,CV137BUL,CV137BUL,4,Bunny Hop Crochet Vest - Butterscotch - L,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f9b,60e5a6b920d52d35ed964c2d,CV137BUXL,CV137BUXL,1,Bunny Hop Crochet Vest - Butterscotch - XL,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f9c,60e5a6b920d52d35ed964c2d,CJ141CHBS,CJ141CHBS,1,Bunny Hop Jonie Jacket - Chianti/Black - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f9d,60e5a6b920d52d35ed964c2d,CJ141CHBM,CJ141CHBM,1,Bunny Hop Jonie Jacket - Chianti/Black - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f9e,60e5a6b920d52d35ed964c2d,CJ141CHBL,CJ141CHBL,1,Bunny Hop Jonie Jacket - Chianti/Black - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964f9f,60e5a6b920d52d35ed964c2d,CJ141CHBXL,CJ141CHBXL,1,Bunny Hop Jonie Jacket - Chianti/Black - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa0,60e5a6b920d52d35ed964c2d,CJ141BLXS,CJ141BLXS,1,Bunny Hop Jonie Jacket - Blush - XS,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa1,60e5a6b920d52d35ed964c2d,CJ141BLS,CJ141BLS,3,Bunny Hop Jonie Jacket - Blush - S,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa2,60e5a6b920d52d35ed964c2d,CJ141BLM,CJ141BLM,2,Bunny Hop Jonie Jacket - Blush - M,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa3,60e5a6b920d52d35ed964c2d,CJ141BLL,CJ141BLL,3,Bunny Hop Jonie Jacket - Blush - L,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa4,60e5a6b920d52d35ed964c2d,CJ141BLXL,CJ141BLXL,2,Bunny Hop Jonie Jacket - Blush - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa5,60e5a6b920d52d35ed964c2d,CJ141BXS,CJ141BXS,1,Bunny Hop Jonie Jacket - Black - XS,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa6,60e5a6b920d52d35ed964c2d,CJ141BS,CJ141BS,3,Bunny Hop Jonie Jacket - Black - S,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa7,60e5a6b920d52d35ed964c2d,CJ141BM,CJ141BM,3,Bunny Hop Jonie Jacket - Black - M,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa8,60e5a6b920d52d35ed964c2d,CJ141BL,CJ141BL,4,Bunny Hop Jonie Jacket - Black - L,0,1,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fa9,60e5a6b920d52d35ed964c2d,CJ141BXL,CJ141BXL,3,Bunny Hop Jonie Jacket - Black - XL,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964faa,60e5a6b920d52d35ed964c2d,CJ141BUS,CJ141BUS,2,Bunny Hop Jonie Jacket - Butterscotch - S,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fab,60e5a6b920d52d35ed964c2d,CJ141BUM,CJ141BUM,1,Bunny Hop Jonie Jacket - Butterscotch - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fac,60e5a6b920d52d35ed964c2d,CJ141BUL,CJ141BUL,2,Bunny Hop Jonie Jacket - Butterscotch - L,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fad,60e5a6b920d52d35ed964c2d,CJ141BUXL,CJ141BUXL,2,Bunny Hop Jonie Jacket - Butterscotch - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fae,60e5a6b920d52d35ed964c2d,CJ141CHS,CJ141CHS,1,Bunny Hop Jonie Jacket - Chianti - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964faf,60e5a6b920d52d35ed964c2d,CJ141CHM,CJ141CHM,1,Bunny Hop Jonie Jacket - Chianti - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb0,60e5a6b920d52d35ed964c2d,CJ141CHL,CJ141CHL,2,Bunny Hop Jonie Jacket - Chianti - L,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb1,60e5a6b920d52d35ed964c2d,CJ141CHXL,CJ141CHXL,2,Bunny Hop Jonie Jacket - Chianti - XL,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb2,60e5a6b920d52d35ed964c2d,CV719XS,CV719XS,6,Bunny Hop Fox Trim Vest - XS,0,3,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb3,60e5a6b920d52d35ed964c2d,CV719S,CV719S,16,Bunny Hop Fox Trim Vest - S,0,2,16,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb4,60e5a6b920d52d35ed964c2d,CV719M,CV719M,15,Bunny Hop Fox Trim Vest - M,0,3,15,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb5,60e5a6b920d52d35ed964c2d,CV719L,CV719L,11,Bunny Hop Fox Trim Vest - L,0,0,11,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb6,60e5a6b920d52d35ed964c2d,CV719XL,CV719XL,6,Bunny Hop Fox Trim Vest - XL,0,1,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb7,60e5a6b920d52d35ed964c2d,CJ137BXS,CJ137BXS,2,Bunny Hop Hoodie - Black - XS,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb8,60e5a6b920d52d35ed964c2d,CJ137BS,CJ137BS,4,Bunny Hop Hoodie - Black - S,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fb9,60e5a6b920d52d35ed964c2d,CJ137BM,CJ137BM,7,Bunny Hop Hoodie - Black - M,0,2,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fba,60e5a6b920d52d35ed964c2d,CJ137BL,CJ137BL,8,Bunny Hop Hoodie - Black - L,0,1,16,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fbb,60e5a6b920d52d35ed964c2d,CJ137BXL,CJ137BXL,9,Bunny Hop Hoodie - Black - XL,0,0,18,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fbc,60e5a6b920d52d35ed964c2d,CJ137BLXS,CJ137BLXS,1,Bunny Hop Hoodie - Blush - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fbd,60e5a6b920d52d35ed964c2d,CJ137BLS,CJ137BLS,2,Bunny Hop Hoodie - Blush - S,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fbe,60e5a6b920d52d35ed964c2d,CJ137BLM,CJ137BLM,2,Bunny Hop Hoodie - Blush - M,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fbf,60e5a6b920d52d35ed964c2d,CJ137BUXS,CJ137BUXS,1,Bunny Hop Hoodie - Butterscotch - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc0,60e5a6b920d52d35ed964c2d,CJ137BUS,CJ137BUS,1,Bunny Hop Hoodie - Butterscotch - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc1,60e5a6b920d52d35ed964c2d,CJ137BUM,CJ137BUM,1,Bunny Hop Hoodie - Butterscotch - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc2,60e5a6b920d52d35ed964c2d,CJ137BUL,CJ137BUL,1,Bunny Hop Hoodie - Butterscotch - L,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc3,60e5a6b920d52d35ed964c2d,CJ137CEXS,CJ137CEXS,1,Bunny Hop Hoodie - Cerise - XS,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc4,60e5a6b920d52d35ed964c2d,CJ137CES,CJ137CES,3,Bunny Hop Hoodie - Cerise - S,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc5,60e5a6b920d52d35ed964c2d,CJ137CEM,CJ137CEM,3,Bunny Hop Hoodie - Cerise - M,0,0,6,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc6,60e5a6b920d52d35ed964c2d,CJ137CEL,CJ137CEL,2,Bunny Hop Hoodie - Cerise - L,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc7,60e5a6b920d52d35ed964c2d,CJ137CEXL,CJ137CEXL,1,Bunny Hop Hoodie - Cerise - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc8,60e5a6b920d52d35ed964c2d,CJ137COXS,CJ137COXS,7,Bunny Hop Hoodie - Cobalt - XS,0,1,14,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fc9,60e5a6b920d52d35ed964c2d,CJ137COS,CJ137COS,20,Bunny Hop Hoodie - Cobalt - S,0,2,40,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fca,60e5a6b920d52d35ed964c2d,CJ137COM,CJ137COM,14,Bunny Hop Hoodie - Cobalt - M,0,2,28,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fcb,60e5a6b920d52d35ed964c2d,CJ137COL,CJ137COL,8,Bunny Hop Hoodie - Cobalt - L,0,0,16,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fcc,60e5a6b920d52d35ed964c2d,CJ137COXL,CJ137COXL,1,Bunny Hop Hoodie - Cobalt - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fcd,60e5a6b920d52d35ed964c2d,CA701B,CA701B,21,Bunny Hop Pull-Through Scarf - Black,0,0,11,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fce,60e5a6b920d52d35ed964c2d,CA701BU,CA701BU,25,Bunny Hop Pull-Through Scarf - Butterscotch,0,0,13,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fcf,60e5a6b920d52d35ed964c2d,CV717BUS,CV717BUS,4,Bunny Hop Pocket Vest - Butterscotch - S,0,2,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd0,60e5a6b920d52d35ed964c2d,CV717BUM,CV717BUM,4,Bunny Hop Pocket Vest - Butterscotch - M,0,1,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd1,60e5a6b920d52d35ed964c2d,CV717BUL,CV717BUL,5,Bunny Hop Pocket Vest - Butterscotch - L,0,1,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd2,60e5a6b920d52d35ed964c2d,CV717BUXL,CV717BUXL,1,Bunny Hop Pocket Vest - Butterscotch - XL,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd3,60e5a6b920d52d35ed964c2d,CV717BS,CV717BS,2,Bunny Hop Pocket Vest - Black - S,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd4,60e5a6b920d52d35ed964c2d,CV717BM,CV717BM,2,Bunny Hop Pocket Vest - Black - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd5,60e5a6b920d52d35ed964c2d,CV717BL,CV717BL,3,Bunny Hop Pocket Vest - Black - L,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd6,60e5a6b920d52d35ed964c2d,CV717BXL,CV717BXL,2,Bunny Hop Pocket Vest - Black - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd7,60e5a6b920d52d35ed964c2d,CV717COS,CV717COS,2,Bunny Hop Pocket Vest - Cobalt - S,0,1,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd8,60e5a6b920d52d35ed964c2d,CV717COM,CV717COM,4,Bunny Hop Pocket Vest - Cobalt - M,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fd9,60e5a6b920d52d35ed964c2d,CV717COL,CV717COL,3,Bunny Hop Pocket Vest - Cobalt - L,0,1,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fda,60e5a6b920d52d35ed964c2d,CV717COXL,CV717COXL,2,Bunny Hop Pocket Vest - Cobalt - XL,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fdb,60e5a6b920d52d35ed964c2d,CA703B,CA703B,32,Bunny Hop Pom Hat - Black,0,9,16,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fdc,60e5a6b920d52d35ed964c2d,CA703BL,CA703BL,16,Bunny Hop Pom Hat - Blush,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fdd,60e5a6b920d52d35ed964c2d,CA703CE,CA703CE,2,Bunny Hop Pom Hat - Cerise,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fde,60e5a6b920d52d35ed964c2d,CA703CEB,CA703CEB,1,Bunny Hop Pom Hat - Cerise/Black,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fdf,60e5a6b920d52d35ed964c2d,CA703CH,CA703CH,14,Bunny Hop Pom Hat - Chianti,0,0,7,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe0,60e5a6b920d52d35ed964c2d,CA703BU,CA703BU,15,Bunny Hop Pom Hat - Butterscotch,0,0,8,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe1,60e5a6b920d52d35ed964c2d,CA703CHB,CA703CHB,7,Bunny Hop Pom Hat - Chianti/Black,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe2,60e5a6b920d52d35ed964c2d,CA703CO,CA703CO,4,Bunny Hop Pom Hat - Cobalt,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe3,60e5a6b920d52d35ed964c2d,A2004CH,A2004CH,5,Bunny Hop Pom Scarf - Chianti,0,0,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe4,60e5a6b920d52d35ed964c2d,A2004CO,A2004CO,18,Bunny Hop Pom Scarf - Cobalt,0,0,9,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe5,60e5a6b920d52d35ed964c2d,A2004BL,A2004BL,20,Bunny Hop Pom Scarf - Blush,0,0,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe6,60e5a6b920d52d35ed964c2d,A2004CE,A2004CE,7,Bunny Hop Pom Scarf - Cerise,0,0,4,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe7,60e5a6b920d52d35ed964c2d,CA720B,CA720B,26,Bunny Hop String Mitten - Black,0,0,13,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe8,60e5a6b920d52d35ed964c2d,CA720BL,CA720BL,20,Bunny Hop String Mitten - Blush,0,4,10,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fe9,60e5a6b920d52d35ed964c2d,CA720BU,CA720BU,10,Bunny Hop String Mitten - Butterscotch,0,4,5,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fea,60e5a6b920d52d35ed964c2d,CA720W,CA720W,3,Bunny Hop String Mitten - White,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964feb,60e5a6b920d52d35ed964c2d,AV2000CHS,AV2000CHS,1,Bunny Hop Vest - Chianti - S,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fec,60e5a6b920d52d35ed964c2d,AV2000CHM,AV2000CHM,2,Bunny Hop Vest - Chianti - M,0,0,2,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fed,60e5a6b920d52d35ed964c2d,AV2000CHL,AV2000CHL,1,Bunny Hop Vest - Chianti - L,0,0,1,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fee,60e5a6b920d52d35ed964c2d,AV2000COXS,AV2000COXS,3,Bunny Hop Vest - Cobalt - XS,0,1,3,0,0,0,0,0,,,,,,,
60e5a6b920d52d35ed964fef,60e5a6b920d52d35ed964c2d,AV2000COS,AV2000COS,3,Bunny Hop Vest - Cobalt - S,0,1,3,0,0,0,0,0,,,,,,,
